knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight,trend_tier,tier_weight,future_weight_tier
lubes,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.15589699,0.15589699,0.13955876,0.10605023,0.01633823,ONET02,WEF02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
LSR,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.15404947,0.15404947,0.09357129,0.08766785,0.06047818,ONET01,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
logistics,2,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.29072824,0.29072824,0.2898759,0.27317688,0.0008523464,MCK02,ESCO01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
logging guidelines,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.29866946,0.29866946,0.26440018,0.22624245,0.034269273,ONET02,DEC01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
localization,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.08747118,0.08747118,0.08156176,0.08069226,0.0059094205,MCK01,ONET02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
live-sound,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.19062358,0.19062358,0.1707747,0.13383925,0.019848883,ONET04,DEC03,Expert_consensus,0.0,Declining,0.0,0.0
live streaming service,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.17085893,0.17085893,0.1412435,0.10333432,0.029615432,ONET04,WEF05,Expert_consensus,0.0,Declining,0.0,0.0
live field operations,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.21979028,0.21979028,0.2013846,0.18410063,0.018405676,MCK01,DEC01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
liquidity management,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.23742437,0.23742437,0.20090997,0.1905447,0.0365144,ONET02,ESCO01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
linters,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.13743496,0.13743496,0.121566564,0.10415989,0.015868396,ONET02,DEC03,Expert_consensus,0.0,Declining,0.0,0.0
lighting,2,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.16045326,0.16045326,0.11586717,0.11393517,0.044586092,ONET03,MCK02,Expert_consensus,0.0,Declining,0.0,0.0
manufacturing organization,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26847696,0.26847696,0.25922814,0.2525365,0.009248823,ONET02,ONET03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
manufacturing,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.23636413,0.23636413,0.19400913,0.18256037,0.042355,ONET03,DEC02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
managed network switches,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.14903945,0.14903945,0.14895779,0.14397138,8.165836e-05,ONET02,MCK02,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
mail processing,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.28356883,0.28356883,0.21970695,0.20269158,0.06386188,DEC01,MCK01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
macroeconomics,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.28126532,0.28126532,0.2112321,0.1814026,0.07003322,WEF05,WEF01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
construction,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.2443173,0.2443173,0.21941471,0.2095801,0.024902582,MCK02,DEC03,Expert_consensus,0.0,Declining,0.0,0.0
Confluence,2,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.29644516,0.29644516,0.27884364,0.22392976,0.01760152,DEC02,ONET02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
configuration profiles,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26033014,0.26033014,0.22557175,0.2023677,0.03475839,DEC03,DEC01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Conditional Access,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.07201131,0.07201131,0.07105127,0.05875938,0.0009600371,DEC01,WEF07,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Computer Vision,2,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.25771883,0.25771883,0.16609435,0.16441336,0.09162448,WEF07,MCK01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
compute programming models,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.2686293,0.2686293,0.24859065,0.24811505,0.020038664,DEC03,ONET06,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
compute architecture,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.26797998,0.26797998,0.24773082,0.22733489,0.020249158,WEF01,ONET06,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Computational Modeling,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.25264892,0.25264892,0.2511766,0.16467562,0.0014723241,WEF01,ESCO02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
computational geometry,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.22567733,0.22567733,0.19989702,0.16704342,0.025780305,ONET04,WEF01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Mediators,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.25634685,0.25634685,0.22947809,0.18409008,0.02686876,MCK02,WEF05,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
Media,2,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.29156655,0.29156655,0.23640439,0.2271513,0.05516216,WEF08,WEF05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
MEDDPICC,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14032832,0.14032832,0.12361302,0.10781771,0.016715296,MCK01,DEC03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
MEDDIC,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.21088877,0.21088877,0.17288549,0.12385887,0.03800328,ONET02,WEF05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
mechanism design,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.12025447,0.12025447,0.10487042,0.0853512,0.015384048,ONET03,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
mechanical subsystems,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.19677679,0.19677679,0.19367297,0.16212517,0.0031038225,ONET06,MCK01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
mechanical design,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.28922668,0.28922668,0.20039763,0.18297954,0.088829055,DEC02,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
McMaster University,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.1337549,0.1337549,0.124132395,0.123320065,0.009622499,ONET03,ESCO01,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
McMaster Children’s Hospital,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.17591369,0.17591369,0.108516484,0.083669886,0.06739721,MCK05,ONET03,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
McCarthy Stone framework,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.10884993,0.10884993,0.098348126,0.07923681,0.010501802,ONET04,MCK02,Expert_consensus,0.0,Declining,0.0,0.0
Mathematics,1,0.75,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.26021457,0.26021457,0.25631857,0.24118847,0.003895998,WEF02,ONET06,McKinsey_FutureOfWork_2025,0.0,Strong_Growth,1.0,0.0
mathematical optimization,1,0.75,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.1447,0.1447,0.11436246,0.089955375,0.030337542,WEF01,WEF05,McKinsey_FutureOfWork_2025,0.0,Strong_Growth,1.0,0.0
mathematical models,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.21686602,0.21686602,0.20405968,0.1336227,0.012806341,WEF01,WEF05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Materials Science,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.26115346,0.26115346,0.22416554,0.22299856,0.036987916,MCK02,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
maritime operations,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.23981786,0.23981786,0.23530805,0.18734992,0.0045098066,WEF04,ONET02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
marine/offshore,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.2802315,0.2802315,0.2777088,0.2500197,0.002522707,MCK02,DEC02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Microsoft packages,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.2718491,0.2718491,0.2116757,0.19514658,0.060173392,DEC02,ONET02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
Microsoft Intune,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.27263558,0.27263558,0.21347392,0.21120143,0.059161663,ONET03,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Microsoft Endpoint certifications,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26711196,0.26711196,0.25271034,0.23971403,0.014401615,ONET05,ESCO02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
Microsoft Azure blob storage,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.17847589,0.17847589,0.12622266,0.04733497,0.05225323,WEF02,ONET02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Microsoft 365 Power Platform,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27246237,0.27246237,0.24724706,0.2130863,0.025215313,WEF04,ONET06,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
Microsoft 365,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2850213,0.2850213,0.26245785,0.24281918,0.022563457,DEC02,ONET06,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
microphones,2,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.15988447,0.15988447,0.15382873,0.14580292,0.0060557425,ONET02,WEF04,Expert_consensus,0.0,Declining,0.0,0.0
Metro,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.23483472,0.23483472,0.08487684,0.078350104,0.14995787,ONET02,MCK05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
metadata schemas,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2987037,0.2987037,0.2768141,0.22173035,0.021889597,DEC01,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
messaging,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.23534682,0.23534682,0.16704261,0.13945247,0.06830421,ONET02,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
message queues,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2580543,0.2580543,0.16232556,0.15475267,0.095728725,ONET06,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
MeSH,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.14402276,0.14402276,0.13113087,0.12941003,0.012891889,ONET06,ONET03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
merchant risk,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.15984973,0.15984973,0.13810761,0.13205175,0.02174212,MCK05,ONET06,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
Memcached,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.13001086,0.13001086,0.122276835,0.09108704,0.007734023,DEC03,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Medical device,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.15772602,0.15772602,0.15077464,0.11889076,0.006951377,MCK01,WEF01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
mine planning,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.22007896,0.22007896,0.19070771,0.1900368,0.029371247,MCK04,ESCO01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
military,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.24848299,0.24848299,0.23426718,0.2248278,0.014215812,MCK03,MCK02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
middleware security,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.24728566,0.24728566,0.2442098,0.21969327,0.003075868,WEF03,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Mid-rise,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.15035462,0.15035462,0.13510576,0.13225967,0.015248865,ESCO01,ONET01,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
components,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.2542636,0.2542636,0.24459992,0.203469,0.009663686,DEC02,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
compliance audits,1,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.28403166,0.28403166,0.25708246,0.2472265,0.026949197,WEF03,ESCO02,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
compliance,2,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.2714704,0.2714704,0.2501992,0.22391644,0.021271199,DEC01,MCK05,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
compact data encoding standards,1,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.22002926,0.22002926,0.19804618,0.17531091,0.021983087,DEC03,WEF02,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
communications systems,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.26291335,0.26291335,0.24428791,0.23055364,0.018625438,ONET02,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
commercial objectives,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27920443,0.27920443,0.26866966,0.2593032,0.010534763,ESCO02,ESCO01,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
commercial insurance,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.19080596,0.19080596,0.16003416,0.1339925,0.030771792,DEC03,ESCO02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
commercial acumen,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.17769597,0.17769597,0.15657854,0.15022069,0.021117434,WEF05,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
Commercial,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.14712141,0.14712141,0.11967215,0.11665004,0.027449265,MCK02,WEF07,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
Apache Iceberg,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.17121476,0.17121476,0.09477797,0.08805707,0.07643679,DEC03,ONET06,Expert_consensus,0.0,Declining,0.0,0.0
Apache Hudi,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.18399036,0.18399036,0.13485017,0.11588269,0.049140185,ONET02,DEC03,Expert_consensus,0.0,Declining,0.0,0.0
Apache Flink,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.24702409,0.24702409,0.102074966,0.066044874,0.14494912,DEC03,ONET02,Expert_consensus,0.0,Declining,0.0,0.0
US Healthcare,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.17359564,0.17359564,0.17331001,0.1712521,0.00028562546,ONET03,WEF07,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
UPS,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21586272,0.21586272,0.19464493,0.13559587,0.021217793,WEF04,MCK03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
uncrewed systems,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.27416062,0.27416062,0.17360365,0.13278696,0.10055697,WEF04,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Unconventional business,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.21662018,0.21662018,0.20021908,0.19332774,0.016401097,MCK02,ONET06,Expert_consensus,0.0,Declining,0.0,0.0
unclassified environments,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.24242528,0.24242528,0.1844594,0.18367788,0.057965875,DEC03,DEC02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
UN Global Compact,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.1269559,0.1269559,0.06851622,0.06233126,0.05843968,MCK02,MCK05,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
UMLS,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.2558848,0.2558848,0.225335,0.17798142,0.030549794,ONET01,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Ubuntu Core,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.24527308,0.24527308,0.24323079,0.2235305,0.0020422935,ONET01,ONET03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Ubuntu Classic,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.2735557,0.2735557,0.17166106,0.13113745,0.10189463,DEC03,ONET03,Expert_consensus,0.0,Declining,0.0,0.0
Ubuntu,2,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.23961532,0.23961532,0.23718527,0.17800856,0.0024300516,ONET02,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
TypeScript,3,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.19267328,0.19267328,0.15252192,0.13355455,0.040151358,DEC03,WEF01,Expert_consensus,0.0,Declining,0.0,0.0
Twitch,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.16706881,0.16706881,0.14784534,0.1414095,0.019223467,ESCO01,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
tunnels,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.19342545,0.19342545,0.18547401,0.18432653,0.007951438,WEF04,WEF01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
MQTT,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.14354557,0.14354557,0.13764702,0.12906209,0.00589855,ONET01,ESCO01,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
monitoring,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26696342,0.26696342,0.20186768,0.18579312,0.06509574,DEC03,WEF02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Modern Methods of Construction (MMC),1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.24435295,0.24435295,0.1951426,0.18846425,0.049210355,ESCO01,MCK02,Expert_consensus,0.0,Declining,0.0,0.0
Model-driven Apps,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.24380207,0.24380207,0.24265395,0.23405969,0.0011481196,DEC03,ONET01,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
Model-Based Systems Engineering (MBSE),1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.29406294,0.29406294,0.24497592,0.24165365,0.049087018,ONET03,ONET02,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
mobile UI,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.2972857,0.2972857,0.20816326,0.14315203,0.089122444,DEC02,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
CNC programming,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.29641682,0.29641682,0.28120965,0.28029552,0.015207171,WEF07,MCK01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
CNC machining,2,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.26169002,0.26169002,0.17406413,0.17232211,0.08762589,DEC03,MCK02,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
CNC,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.1835165,0.1835165,0.15278329,0.1400493,0.030733213,MCK02,MCK01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
ML lifecycle,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.19918571,0.19918571,0.19365841,0.18539074,0.0055273026,MCK05,DEC03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
mixing console,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.14727843,0.14727843,0.1251612,0.09113048,0.022117227,DEC02,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Mixed-use,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.29024088,0.29024088,0.21958552,0.18745911,0.07065536,MCK02,ONET03,Expert_consensus,0.0,Declining,0.0,0.0
mission IT,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.110952355,0.110952355,0.08994104,0.08230777,0.021011315,MCK03,DEC03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
mineral resource evaluation,1,0.75,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.18297563,0.18297563,0.14327571,0.1092459,0.039699927,MCK05,ESCO01,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
mineral processing routing,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.16973831,0.16973831,0.15415293,0.14995669,0.015585378,WEF04,MCK01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
navigation patterns,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.21066073,0.21066073,0.19999665,0.18479279,0.010664076,ONET02,ONET04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Natural Language Processing (NLP),1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.25379148,0.25379148,0.21712822,0.17355299,0.036663264,MCK01,DEC03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Natural Language Processing,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.25187752,0.25187752,0.18400264,0.16220073,0.06787488,MCK01,ESCO02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
NASDAQ,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.29349723,0.29349723,0.20459317,0.17310824,0.08890407,WEF02,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
NASA,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.27676496,0.27676496,0.26044196,0.2434507,0.016323,WEF07,ONET02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
n-tiered architectures,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.29289207,0.29289207,0.2856601,0.23674084,0.0072319806,WEF04,ONET03,Expert_consensus,0.0,Declining,0.0,0.0
Māori culture,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.18917915,0.18917915,0.14691861,0.14438587,0.042260543,MCK02,ONET04,Expert_consensus,0.0,Declining,0.0,0.0
music,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.19404592,0.19404592,0.16525581,0.1529724,0.028790101,ONET06,WEF05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Mural,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.10465794,0.10465794,0.09359208,0.0852982,0.011065863,DEC02,MCK05,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
multimodal interfaces,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.27992737,0.27992737,0.23590001,0.2129567,0.04402736,WEF07,ONET04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
multi-sensor data collection,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22987658,0.22987658,0.20603184,0.13670118,0.023844734,WEF02,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
MSI,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.19446564,0.19446564,0.1703952,0.14739421,0.024070442,WEF07,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
