"Sektor","Indonesian Title","English Translation","Indonesian Description","English Description","Source Type"
"Manufaktur Otomotif dan Industri","Skema Okupasi Engine Tune Up Injeksi","Injection Engine Tune-Up","Skema sertifikasi Engine Tune Up Injeksi dikembangkan oleh Komite Skema LSP Otomotif mengacu pada SKKNI Bidang Otomotif berdasarkan Kepmenaker No. 96 Tahun 2018. Mencakup kompetensi pemeriksaan dan penyetelan mesin injeksi bahan bakar (EFI/MPI/GDI), diagnosa sistem EFI menggunakan scan tool, dan reset/adaptasi ECU.","The Injection Engine Tune-Up scheme references Automotive SKKNI Kepmenaker No. 96 of 2018. It covers fuel injection engine (EFI/MPI/GDI) inspection and adjustment, EFI system diagnosis using scan tools, and ECU reset/adaptation competencies.","Template-based / Kepmenaker 96/2018"
"Manufaktur Otomotif dan Industri","Skema Okupasi Pemeliharaan Emisi Gas Buang","Exhaust Gas Emission Maintenance","Skema sertifikasi Pemeliharaan Emisi Gas Buang dikembangkan oleh Komite Skema LSP Otomotif mengacu pada SKKNI Bidang Otomotif Sub-bidang Emisi Kendaraan. Mencakup kompetensi pengukuran emisi gas buang kendaraan, interpretasi hasil uji emisi, dan penyetelan sistem emisi agar memenuhi standar ambang batas emisi.","The Exhaust Gas Emission Maintenance scheme references the Automotive SKKNI – Vehicle Emission Sub-field. It covers vehicle exhaust emission measurement, emission test result interpretation, and emission system adjustment to meet emission threshold standards competencies.","Template-based / SKKNI Otomotif"
"Manufaktur Otomotif dan Industri","Skema Okupasi Pemeliharaan Four Wheel Alignment","Four Wheel Alignment Maintenance","Skema sertifikasi Pemeliharaan Four Wheel Alignment dikembangkan oleh Komite Skema LSP Otomotif mengacu pada SKKNI Bidang Otomotif Sub-bidang Chasis dan Suspensi. Mencakup kompetensi pengukuran dan penyetelan geometri roda (camber, caster, toe, kingpin), balancing roda, dan pemeliharaan komponen suspensi.","The Four Wheel Alignment Maintenance scheme references the Automotive SKKNI – Chassis & Suspension Sub-field. It covers wheel geometry measurement and adjustment (camber, caster, toe, kingpin), wheel balancing, and suspension component maintenance competencies.","Template-based / SKKNI Otomotif"
"Manufaktur Otomotif dan Industri","Skema Okupasi Pemeriksaan Kondisi Mobil","Vehicle Condition Inspection","Skema sertifikasi Pemeriksaan Kondisi Mobil dikembangkan oleh Komite Skema LSP Otomotif mengacu pada SKKNI Bidang Otomotif Sub-bidang Inspeksi Kendaraan. Mencakup kompetensi pemeriksaan menyeluruh kondisi kendaraan meliputi sistem mesin, bodi, kelistrikan, dan chassis untuk menentukan kondisi dan nilai kendaraan.","The Vehicle Condition Inspection scheme references the Automotive SKKNI – Vehicle Inspection Sub-field. It covers comprehensive vehicle condition inspection covering engine, body, electrical, and chassis systems to determine vehicle condition and value competencies.","Template-based / SKKNI Otomotif"
"Manufaktur Otomotif dan Industri","Skema Okupasi Pengecatan Panel Bodi Kendaraan","Vehicle Body Panel Painting","Skema sertifikasi Pengecatan Panel Bodi Kendaraan dikembangkan oleh Komite Skema LSP Otomotif mengacu pada SKKNI Bidang Otomotif Sub-bidang Perbaikan Bodi. Mencakup kompetensi persiapan permukaan panel, penggunaan primer dan sealer, aplikasi cat lapisan dasar dan pernis, serta pencocokan warna kendaraan.","The Vehicle Body Panel Painting scheme references the Automotive SKKNI – Body Repair Sub-field. It covers panel surface preparation, primer and sealer application, base coat and varnish application, and vehicle color matching competencies.","Template-based / SKKNI Otomotif"
"Manufaktur Otomotif dan Industri","Skema Okupasi Servis Sepeda Motor Sistem Karburator","Carburetor Motorcycle Service","Skema sertifikasi Servis Sepeda Motor Sistem Karburator dikembangkan oleh Komite Skema LSP Otomotif mengacu pada SKKNI Bidang Otomotif Sub-bidang Sepeda Motor. Mencakup kompetensi servis berkala sepeda motor sistem karburator meliputi tune-up mesin, servis karburator, pemeriksaan sistem kelistrikan, dan penyetelan rem.","The Carburetor Motorcycle Service scheme references the Automotive SKKNI – Motorcycle Sub-field. It covers periodic carburetor motorcycle service including engine tune-up, carburetor service, electrical system inspection, and brake adjustment competencies.","Template-based / SKKNI Otomotif"
"Manufaktur Otomotif dan Industri","Skema Okupasi Servis Sepeda Motor Sistem Injeksi","Injection Motorcycle Service","Skema sertifikasi Servis Sepeda Motor Sistem Injeksi dikembangkan oleh Komite Skema LSP Otomotif mengacu pada SKKNI Bidang Otomotif Sub-bidang Sepeda Motor Injeksi. Mencakup kompetensi servis berkala sepeda motor sistem injeksi bahan bakar (PGM-FI/EFI), diagnosa sistem injeksi dengan scan tool, dan servis komponen injeksi.","The Injection Motorcycle Service scheme references the Automotive SKKNI – Injection Motorcycle Sub-field. It covers periodic fuel injection motorcycle (PGM-FI/EFI) service, injection system diagnosis with scan tools, and injection component service competencies.","Template-based / SKKNI Otomotif"
"Manufaktur Otomotif dan Industri","Skema Okupasi Chassis dan Suspension Junior Technician","Chassis & Suspension Junior Technician","Skema sertifikasi Chassis dan Suspension Junior Technician dikembangkan oleh Komite Skema LSP Otomotif mengacu pada SKKNI Bidang Otomotif Sub-bidang Chasis dan Suspensi. Mencakup kompetensi pemeriksaan dan penggantian komponen suspensi, sistem kemudi, dan sistem rem pada tingkat teknisi junior.","The Chassis & Suspension Junior Technician scheme references the Automotive SKKNI – Chassis & Suspension Sub-field. It covers inspection and replacement of suspension components, steering systems, and braking systems at the junior technician level competencies.","Template-based / SKKNI Otomotif"
"Manufaktur Otomotif dan Industri","Skema Okupasi Power Train Junior Technician","Power Train Junior Technician","Skema sertifikasi Power Train Junior Technician dikembangkan oleh Komite Skema LSP Otomotif mengacu pada SKKNI Bidang Otomotif Sub-bidang Power Train. Mencakup kompetensi servis dan penggantian komponen transmisi, kopling, gardan, dan poros penggerak pada tingkat teknisi junior.","The Power Train Junior Technician scheme references the Automotive SKKNI – Power Train Sub-field. It covers service and replacement of transmission, clutch, differential, and drive shaft components at the junior technician level competencies.","Template-based / SKKNI Otomotif"
"Manufaktur Otomotif dan Industri","Skema Okupasi Perencanaan dan Perbaikan Pak Baterai (EV)","EV Battery Pack Planning & Repair","Skema sertifikasi Perencanaan dan Perbaikan Pak Baterai Kendaraan Listrik dikembangkan oleh Komite Skema LSP Otomotif mengacu pada SKKNI Bidang Otomotif Sub-bidang Kendaraan Listrik (EV). Mencakup kompetensi diagnosa dan perbaikan pak baterai EV, pengelolaan Battery Management System (BMS), dan prosedur keselamatan penanganan baterai tegangan tinggi.","The EV Battery Pack Planning & Repair scheme references the Automotive SKKNI – Electric Vehicle (EV) Sub-field. It covers EV battery pack diagnosis and repair, Battery Management System (BMS) management, and high-voltage battery handling safety procedures competencies.","Template-based / SKKNI Otomotif EV"
"Manufaktur Otomotif dan Industri","Skema Okupasi Pemeliharaan Berkala Sepeda Motor Matic Injeksi","Periodic Maintenance of Automatic Injection Motorcycles","Skema sertifikasi Pemeliharaan Berkala Sepeda Motor Matic Injeksi dikembangkan oleh Komite Skema LSP Otomotif mengacu pada SKKNI Bidang Otomotif Sub-bidang Sepeda Motor Matic Injeksi. Mencakup kompetensi servis berkala sepeda motor matic injeksi meliputi penggantian oli, filter, busi, pemeriksaan CVT, dan penyetelan sistem injeksi.","The Periodic Maintenance of Automatic Injection Motorcycles scheme references the Automotive SKKNI – Automatic Injection Motorcycle Sub-field. It covers periodic automatic injection motorcycle service including oil, filter, spark plug replacement, CVT inspection, and injection system adjustment competencies.","Template-based / SKKNI Otomotif"
"Manufaktur Otomotif dan Industri","Skema Okupasi Manajer Perencana Material MRO","MRO Material Planner Manager","Skema sertifikasi Manajer Perencana Material MRO dikembangkan oleh Komite Skema LSP TMI mengacu pada SKKNI Bidang Logistik dan MRO (Maintenance, Repair, Overhaul). Mencakup kompetensi perencanaan kebutuhan material pemeliharaan, perbaikan, dan overhaul; pengelolaan anggaran material MRO; dan koordinasi dengan tim pemeliharaan dan pemasok.","The MRO Material Planner Manager scheme references the SKKNI Logistics and MRO Field. It covers maintenance, repair, and overhaul material requirements planning, MRO material budget management, and coordination with maintenance teams and suppliers competencies.","Template-based / SKKNI Logistik MRO"
"Manufaktur Otomotif dan Industri","Skema Okupasi Manajer Pengadaan MRO","MRO Procurement Manager","Skema sertifikasi Manajer Pengadaan MRO dikembangkan oleh Komite Skema LSP TMI mengacu pada SKKNI Bidang Logistik dan MRO. Mencakup kompetensi pengelolaan proses pengadaan material dan jasa MRO, negosiasi kontrak dengan pemasok, evaluasi pemasok, dan kepatuhan terhadap regulasi pengadaan.","The MRO Procurement Manager scheme references the SKKNI Logistics and MRO Field. It covers managing MRO materials and services procurement processes, supplier contract negotiation, supplier evaluation, and procurement regulation compliance competencies.","Template-based / SKKNI Logistik MRO"
"Manufaktur Otomotif dan Industri","Skema Okupasi Manajer Logistik MRO","MRO Logistics Manager","Skema sertifikasi Manajer Logistik MRO dikembangkan oleh Komite Skema LSP TMI mengacu pada SKKNI Bidang Logistik dan MRO. Mencakup kompetensi pengelolaan rantai pasok material MRO, distribusi material ke unit pemeliharaan, manajemen inventaris MRO, dan optimisasi biaya logistik MRO.","The MRO Logistics Manager scheme references the SKKNI Logistics and MRO Field. It covers MRO material supply chain management, material distribution to maintenance units, MRO inventory management, and MRO logistics cost optimization competencies.","Template-based / SKKNI Logistik MRO"
"Manufaktur Otomotif dan Industri","Skema Okupasi Manajer Gudang MRO","MRO Warehouse Manager","Skema sertifikasi Manajer Gudang MRO dikembangkan oleh Komite Skema LSP TMI mengacu pada SKKNI Bidang Logistik dan MRO. Mencakup kompetensi pengelolaan operasional gudang material MRO, sistem penyimpanan, pengendalian stok, dan pemeliharaan keselamatan gudang.","The MRO Warehouse Manager scheme references the SKKNI Logistics and MRO Field. It covers managing MRO material warehouse operations, storage systems, stock control, and warehouse safety maintenance competencies.","Template-based / SKKNI Logistik MRO"
"Manufaktur Otomotif dan Industri","Skema Okupasi Procurement Supervisor","Procurement Supervisor","Skema sertifikasi Procurement Supervisor dikembangkan oleh Komite Skema LSP TMI mengacu pada SKKNI Bidang Logistik dan Pengadaan. Mencakup kompetensi supervisi proses pengadaan barang dan jasa, pengelolaan dokumen tender, evaluasi penawaran, dan koordinasi dengan penyedia barang/jasa.","The Procurement Supervisor scheme references the SKKNI Logistics and Procurement Field. It covers supervising goods and services procurement processes, tender document management, bid evaluation, and supplier coordination competencies.","Template-based / SKKNI Logistik"
"Manufaktur Otomotif dan Industri","Skema Okupasi Warehouse Operation Officer","Warehouse Operation Officer","Skema sertifikasi Warehouse Operation Officer dikembangkan oleh Komite Skema LSP TMI mengacu pada SKKNI Bidang Logistik Sub-bidang Pergudangan. Mencakup kompetensi penerimaan, penyimpanan, pengeluaran barang dari gudang, pengelolaan dokumen gudang, dan pemeliharaan keselamatan area gudang.","The Warehouse Operation Officer scheme references the SKKNI Logistics – Warehousing Sub-field. It covers goods receiving, storage, issuance from warehouse, warehouse document management, and warehouse safety area maintenance competencies.","Template-based / SKKNI Logistik"
"Manufaktur Otomotif dan Industri","Skema KKNI Level II Teknik Pemesinan","KKNI L2 Machining Engineering","Skema sertifikasi Kualifikasi Level II Teknik Pemesinan merupakan skema sertifikasi yang dikembangkan oleh komite skema sertifikasi BNSP bersama Direktorat PSMK. Kemasan kompetensi yang digunakan mengacu pada SKKNI Nomor: KEP.240/MEN/X/2004 Tentang Penetapan SKKNI Sektor Logam Mesin. Skema sertifikasi ini digunakan sebagai acuan pada pelaksanaan asesmen oleh asesor kompetensi LSP-P1 SMK dan untuk memastikan kompetensi yang dimiliki siswa SMK Kompetensi Keahlian Teknik Pemesinan sesuai KKNI Level II.","The KKNI Level II Machining Engineering certification scheme was developed by BNSP together with the Directorate of Vocational Secondary Education (PSMK), referencing SKKNI KEP.240/MEN/X/2004 (Metal Machining Sector). It serves as the assessment reference for competency assessors at LSP-P1 SMK schools to verify that SMK students in Machining Engineering achieve KKNI Level II competency.","Verbatim (pdfcoffee / scribd)"
"Manufaktur Otomotif dan Industri","Skema KKNI Level II Teknik Pengelasan","KKNI L2 Welding Engineering","Skema sertifikasi KKNI Level II Teknik Pengelasan dikembangkan oleh komite skema sertifikasi BNSP bersama Dit PSMK mengacu pada SKKNI Bidang Pengelasan dan SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. Memastikan kompetensi lulusan SMK Kompetensi Keahlian Teknik Pengelasan sesuai KKNI Level II dalam pengelasan SMAW, GMAW, GTAW, dan OAW.","The KKNI Level II Welding Engineering scheme was developed by BNSP and Dit PSMK, referencing the Welding SKKNI and SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. It ensures SMK Welding Engineering graduates achieve KKNI Level II competency in SMAW, GMAW, GTAW, and OAW welding.","Template-based / SKKNI Logam Mesin"
"Manufaktur Otomotif dan Industri","Skema KKNI Level II Teknik Pengecoran Logam","KKNI L2 Metal Casting Engineering","Skema sertifikasi KKNI Level II Teknik Pengecoran Logam mengacu pada SKKNI Bidang Pengecoran Logam dan SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. Memastikan kompetensi lulusan SMK dalam pembuatan pola, pengecoran logam, dan pengendalian mutu produk cor sesuai KKNI Level II.","The KKNI Level II Metal Casting Engineering scheme references the Metal Casting SKKNI and SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. It ensures SMK graduates achieve KKNI Level II competency in pattern making, metal casting, and cast product quality control.","Template-based / SKKNI Logam Mesin"
"Manufaktur Otomotif dan Industri","Skema KKNI Level II Teknik Mekanik Industri","KKNI L2 Industrial Mechanics","Skema sertifikasi KKNI Level II Teknik Mekanik Industri mengacu pada SKKNI Bidang Mekanik Industri dan SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. Memastikan kompetensi lulusan SMK dalam pemasangan, pengoperasian, dan pemeliharaan peralatan mekanik industri sesuai KKNI Level II.","The KKNI Level II Industrial Mechanics scheme references the Industrial Mechanics SKKNI and SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. It ensures SMK graduates achieve KKNI Level II competency in industrial mechanical equipment installation, operation, and maintenance.","Template-based / SKKNI Manufaktur"
